State,County,county_geoid,Remove from Map,Percent Students Enrolled in CNC,Students Enrolled in CNC Schools,Number of Districts,Number of Schools,Number of Counselors,Number of Law Enforcement,Sum of Counselors,Number Cop no Counselor Schools,White Students Enrolled,White Students Enrolled in CNC,MTW Status,latitude,longitude,MTW Status,DISTRICT,SCHOOL,MTW Status,Number of Social Workers,Number of Psychologists,Number of Nurses,Number of Teachers,MTW Status,MTW Status
WI,Portage,55097,,1.2%,112,4,26,15.25,6.2,0,1,7688,94,Matching,44.629622,-89.313393,Matching,Rosholt School District,Rosholt High,Matching,8.5,11.01,2.1,656.66,Matching,Matching
NY,Albany,36001,,1.2%,495,20,74,125.6,16,0,1,23570,67,Matching,42.770768,-73.710263,Matching,COHOES CITY SCHOOL DISTRICT,COHOES MIDDLE SCHOOL,Matching,98.5,65.5,96.75,3275.37,Matching,Matching
FL,Putnam,12107,,1.2%,128,1,20,22,6,0,1,5795,61,Matching,29.6308,-81.693618,Matching,PUTNAM,ELEANOR H. MILLER SCHOOL,Matching,0,0,0,584,Matching,Matching
NC,Lee,37105,,1.2%,125,1,16,26.2,16,0,1,4120,28,Matching,35.471879,-79.143543,Matching,Lee County Schools,Lee Early College,Matching,4.21,4.5,10.04,756.34,Matching,Matching
AZ,Pinal,4021,,1.2%,617,39,95,55.75,14,0,2,21377,212,Matching,32.935457,-111.73739,Matching,Casa Grande Union High School District,Casa Grande Union High School,Matching,14,44.91,42.25,2487.12,Matching,Matching
NJ,Atlantic,34001,,1.2%,537,29,76,146,16,0,3,18696,273,Matching,39.4523,-74.7277,Matching,Atlantic County Vocational School District,Atlantic County Alternative High School,Matching,66.61,55.7,90,4042.82,Matching,Matching
TX,Ellis,48139,,1.2%,426,10,60,85.3,21,0,1,16050,94,Matching,32.530021,-96.651051,Matching,FERRIS ISD,FERRIS J H,Matching,0,0,48.5,2249.66,Matching,Matching
WI,Dane,55025,,1.2%,871,15,147,151.49,27.79,0,4,48266,691,Matching,43.06072,-89.33974,Matching,Monona Grove School District,Monona Grove Liberal Arts,Matching,98.25,89.85,70.09,5768.73,Matching,Matching
WI,Waupaca,55135,,1.2%,98,7,25,22.69,4.98,0,2,7463,89,Matching,44.37181,-88.759287,Matching,New London School District,Next Generation Academy,Matching,2,9.38,5.32,597.32,Matching,Matching
NC,Stokes,37169,,1.2%,72,1,19,18.5,7.4,0,1,5401,61,Matching,36.272245,-80.382457,Matching,Stokes County Schools,Meadowbrook Academy,Matching,1.15,0.69,5.89,505.95,Matching,Matching
IL,Woodford,17203,,1.2%,82,10,21,9.1,3,0,1,6540,58,Matching,40.916582,-89.292078,Matching,La Salle/Marshall/Putnam ROE,Regional Safe Schools Program,Matching,6.58,4.83,6.5,472.49,Matching,Matching
OK,Pottawatomie,40125,,1.2%,194,12,33,43.01,22.16,0,1,9789,130,Matching,35.338535,-96.928694,Matching,SHAWNEE,JEFFERSON ES,Matching,5,5,21.38,1010.44,Matching,Matching
WY,Lincoln,56023,,1.1%,39,2,15,8,0.9,0,1,3137,28,Matching,42.725373,-110.933171,Matching,Lincoln County School District #2,Swift Creek High School,Matching,1.15,5.5,2.06,265.95,Matching,Matching
TX,Brown,48049,,1.1%,77,8,21,21,1,0,1,4081,14,Matching,31.548047,-99.119252,Matching,BROOKESMITH ISD,BROOKESMITH SCHOOL,Matching,0,0,12.99,542.63,Matching,Matching
FL,Madison,12079,,1.1%,29,1,8,5,3,0,1,1023,4,Matching,30.4,-83.36,Matching,MADISON,MADISON COUNTY EXCEL ALTERNATIVE EDUCATION CENTER,Matching,0,0,0,174,Matching,Matching
MT,Lake,30047,,1.1%,48,12,21,16,6.79,0,1,1995,28,Matching,47.318734,-114.09118,Matching,St Ignatius K-12 Schools,St Ignatius High School,Matching,0.3,2.3,5.29,327.65,Matching,Matching
OR,Columbia,41009,,1.1%,83,5,22,19.6,6.2,0,1,6244,61,Matching,45.859558,-123.17832,Matching,Vernonia SD 47J,Vernonia High School,Matching,1,5.4,6.94,408.89,Matching,Matching
TN,Anderson,47001,,1.1%,122,3,23,32.5,12.68,0,1,9305,118,Matching,36.101138,-84.135749,Matching,Anderson County,Clinton Middle School,Matching,0,11.35,17.95,816.9,Matching,Matching
NE,Red Willow,31145,1,1.1%,18,2,7,4.5,5,0,1,1540,16,Matching,40.255045,-100.308985,Matching,SOUTHWEST PUBLIC SCHOOLS,SOUTHWEST JR/SR HIGH SCHOOL,Matching,0,1,2.9,143.5,Matching,Matching
SC,Lee,45061,,1.1%,24,1,7,5,3,0,1,161,2,Matching,34.21,-80.25,Matching,Lee 01,Lee Central Middle,Matching,0,1,7,156,Matching,Matching
KY,Butler,21031,,1.0%,23,1,5,6,4.5,0,1,2015,16,Matching,37.215681,-86.706013,Matching,Butler County,Butler County Learning Center,Matching,0,0,4.5,137.5,Matching,Matching
FL,Citrus,12017,,1.0%,194,1,26,40,23,0,2,13104,161,Matching,28.818453,-82.497162,Matching,CITRUS,CITRUS COUNTY RENAISSANCE CENTER,Matching,0,0,0,1071,Matching,Matching
VA,Campbell,51031,,1.0%,81,1,14,21,8.46,0,1,5846,58,Matching,37.251863,-79.182376,Matching,CAMPBELL CO PBLC SCHS,CORNERSTONE LEARNING CENTER,Matching,0,3.64,13.5,544.5,Matching,Matching
KY,Monroe,21171,1,1.0%,19,1,6,4,0.99,0,1,1638,13,Matching,36.705006,-85.695869,Matching,Monroe County,Falcon Academy,Matching,0,0,1,129,Matching,Matching
TX,Terry,48445,,1.0%,23,3,7,5,3,0,1,554,2,Matching,33.186393,-102.26158,Matching,BROWNFIELD ISD,BROWNFIELD H S,Matching,0,0,2,174.78,Matching,Matching
FL,Columbia,12023,,1.0%,102,1,16,18,5,0,1,6662,49,Matching,30.195427,-82.658032,Matching,COLUMBIA,Pathways Academy,Matching,0,0,0,661,Matching,Matching
CO,Weld,8123,,1.0%,524,14,97,104.76,20.65,0,2,27805,242,Matching,40.4247,-104.73422,Matching,Weld County School District 6,FRANKLIN MIDDLE SCHOOL,Matching,2.7,12.66,7.45,2939.23,Matching,Matching
OH,Delaware,39041,,1.0%,407,5,55,92.1,23.08,0,1,32317,373,Matching,40.231635,-83.039076,Matching,Delaware Area Career Center,Delaware Area Career Center South Campus,Matching,4.62,37.72,20.23,2352.97,Matching,Matching
TX,Ector,48135,,1.0%,324,3,44,79.2,17.75,0,1,6731,211,Matching,31.86,-102.39,Matching,ECTOR COUNTY ISD,CROCKETT MIDDLE,Matching,0,0,26.5,2051.1,Matching,Matching
NJ,Burlington,34005,,1.0%,633,39,124,209.8,44.4,0,2,40609,449,Matching,40.001739,-74.781309,Matching,Mount Holly Township Public School District,Gertrude C. Folwell Elementary School,Matching,89.99,97.91,141,5692.49,Matching,Matching
TN,Sevier,47155,,1.0%,144,1,29,32,29,0,3,12725,114,Matching,35.861612,-83.557776,Matching,Sevier County,Sevierville Middle School,Matching,0.2,11.25,29,1031.35,Matching,Matching
KY,Montgomery,21173,,1.0%,46,1,10,8,1.75,0,1,4323,40,Matching,38.044174,-83.941861,Matching,Montgomery County,Montgomery County High School,Matching,0,1.8,6,306.5,Matching,Matching
OH,Lorain,39093,,1.0%,437,27,91,84.05,12.9,0,2,31282,350,Matching,41.43,-82.12,Matching,Summit Academy Community School Alternative Learners-Lorain,Summit Academy Community School Alternative Learners-Lorain,Matching,1.6,32.67,35.27,2765.62,Matching,Matching
KY,McCracken,21145,,0.9%,94,2,18,24,8.42,0,1,7323,76,Matching,37.066056,-88.638111,Matching,Paducah Independent,Paducah Middle School,Matching,1.75,3,11.18,598.5,Matching,Matching
IN,Wayne,18177,,0.9%,92,5,22,18,7,0,1,7869,58,Matching,39.832564,-84.904073,Matching,Richmond Community Schools,Community Youth Services,Matching,1.99,1,14.39,698.82,Matching,Matching
LA,Caddo,22017,,0.9%,373,2,67,100.57,23,0,1,11998,196,Matching,32.399136,-93.791571,Matching,Caddo Parish,Ridgewood Middle School,Matching,1,0,10,2364.87,Matching,Matching
FL,Holmes,12059,,0.9%,27,1,7,7,1,0,1,2614,19,Matching,30.740444,-85.956367,Matching,HOLMES,PONCE DE LEON ELEMENTARY SCHOOL,Matching,0,0,0,201.16,Matching,Matching
NM,Sandoval,35043,,0.9%,197,7,40,50.49,6.81,0,1,6479,7,Matching,35.6,-106.74,Matching,JEMEZ VALLEY PUBLIC SCHOOLS,JEMEZ VALLEY HIGH,Matching,24.11,6.56,29.35,1308.83,Matching,Matching
ND,Cass,38017,,0.9%,213,8,49,73.17,36.63,0,2,18478,200,Matching,46.887079,-97.051199,Matching,MAPLETON 7,MAPLETON ELEMENTARY SCHOOL,Matching,10.25,27.9,18.91,1888.29,Matching,Matching
IA,Polk,19153,,0.9%,693,9,127,168.55,30.1,0,1,49079,487,Matching,41.601548,-93.598887,Matching,Des Moines Independent Comm School District,Hiatt Middle School,Matching,11.64,2.47,123.03,5230.05,Matching,Matching
CO,El Paso,8041,,0.9%,1070,17,215,280.97,52.21,0,5,69293,848,Matching,38.85688,-104.90478,Matching,Manitou Springs School District No. 14 in the county of El Paso,MANITOU SPRINGS HIGH SCHOOL,Matching,61.86,67.61,59.82,6917.2,Matching,Matching
CA,Placer,6061,,0.9%,527,15,102,75.25,23.3,0,3,37788,420,Matching,38.75243,-121.27931,Matching,Roseville Joint Union High,Adelante High (Continuation),Matching,2.49,54.53,37.36,2633.5,Matching,Matching
GA,Fulton,13121,,0.9%,1291,6,191,310,112,0,3,34648,34,Matching,34.063123,-84.383136,Matching,Fulton County,Roswell High School,Matching,73.87,41.5,40.67,9717.19,Matching,Matching
IL,Henry,17073,,0.9%,67,9,25,18.5,4,0,2,6665,45,Matching,41.413426,-90.015499,Matching,Bureau/Henry/Stark ROE,Reg'l Safe School Program ROE #28,Matching,7.05,8.65,14.07,529.49,Matching,Matching
SC,Edgefield,45037,,0.8%,28,1,9,12,5,0,1,1637,11,Matching,33.611763,-81.945485,Matching,SC Public Charter School District,Fox Creek Charter High,Matching,0,0,6,262,Matching,Matching
FL,Alachua,12001,,0.8%,251,2,57,63,40,0,1,13320,115,Matching,29.657991,-82.336113,Matching,ALACHUA,A.QUINN JONES CENTER,Matching,1,0,0,1718,Matching,Matching
OH,Lawrence,39087,,0.8%,83,9,24,19.5,10.5,0,1,9369,73,Matching,38.491855,-82.473987,Matching,Lawrence County Academy,Lawrence County Academy,Matching,3,5.49,16.49,713.62,Matching,Matching
ME,York,23031,,0.8%,205,14,56,92.07,16.6,0,1,23066,187,Matching,43.289179,-70.826088,Matching,RSU 60/MSAD 60,Noble Middle School,Matching,35.3,18.91,56.66,2093.78,Matching,Matching
KY,Woodford,21239,,0.8%,34,1,7,11.5,2.1,0,1,3193,22,Matching,38.05,-84.72,Matching,Woodford County Public Schools,Woodford County Middle School,Matching,2,27.55,4.9,212.5,Matching,Matching
KY,Anderson,21005,,0.8%,31,1,7,7,3,0,1,3457,25,Matching,38.024114,-84.908588,Matching,Anderson County,APEX Academy,Matching,2,5.5,6,253,Matching,Matching
NC,Wayne,37191,,0.8%,160,3,35,49.75,16.08,0,1,7727,49,Matching,35.226898,-77.897397,Matching,Wayne County Public Schools,Spring Creek High,Matching,18,3,24,1417.06,Matching,Matching
OR,Coos,41011,,0.8%,64,6,24,12,2,0,1,5919,40,Matching,43.115604,-124.42039,Matching,Bandon SD 54,Bandon Senior High School,Matching,0.75,3.35,7.6,394.55,Matching,Matching
TX,Limestone,48293,,0.8%,32,3,11,9,3,0,1,1569,14,Matching,31.53,-96.53,Matching,GROESBECK ISD,GROESBECK H S,Matching,0,0.5,5.9,311.72,Matching,Matching
MA,Norfolk,25021,,0.8%,763,35,177,361.88,28.42,0,2,70410,647,Matching,42.162238,-71.044941,Matching,Randolph,Randolph High,Matching,48.2,150.29,199.54,7707.55,Matching,Matching
MA,Hampden,25013,,0.8%,366,17,101,198,35.95,0,1,21506,295,Matching,42.1015,-72.5898,Matching,Springfield,Springfield Public Day High School,Matching,79.88,44.54,109.75,3867.67,Matching,Matching
TX,Lubbock,48303,,0.8%,393,11,97,114.65,20,0,2,18083,167,Matching,33.573019,-101.82098,Matching,LUBBOCK ISD,PRIORITY INTERVENTION ACADEMY,Matching,2,0,33.52,3609.16,Matching,Matching
NC,Cumberland,37051,,0.8%,402,4,90,149.16,82.05,0,1,16356,46,Matching,35.053085,-78.868804,Matching,Cumberland County Schools,Pauline Jones Middle,Matching,83.3,28.17,2,4079.44,Matching,Matching
VA,Pittsylvania,51143,,0.7%,67,3,20,30,9,0,1,6257,37,Matching,36.66774,-79.526337,Matching,PITTSYLVANIA CO PBLC SCHS,TUNSTALL MIDDLE,Matching,0.25,4.2,18,711.58,Matching,Matching
NJ,Mercer,34021,,0.7%,292,14,72,146.3,80,0,1,14335,64,Matching,40.2273,-74.6532,Matching,Mercer County Special Services School District,Mercer Elementary School,Matching,49.61,50.41,79,3475.59,Matching,Matching
MS,Lafayette,28071,,0.7%,53,3,14,16,12,0,2,4281,20,Matching,34.369214,-89.524812,Matching,OXFORD SCHOOL DISTRICT,OXFORD LEARNING CENTER,Matching,3,4,13,487.21,Matching,Matching
TX,Dawson,48115,,0.7%,20,4,8,7.5,5,0,1,638,4,Matching,32.74,-101.95,Matching,LAMESA ISD,LAMESA MIDDLE,Matching,0,0,1,201.17,Matching,Matching
GA,Colquitt,13071,,0.7%,70,1,14,19,4,0,1,4088,31,Matching,31.173548,-83.764561,Matching,Colquitt County,Colquitt County Achievement Center,Matching,9,4,14,633.97,Matching,Matching
MN,Swift,27151,1,0.7%,13,3,6,2.5,1,0,1,1503,7,Matching,45.316247,-95.602909,Matching,BENSON PUBLIC SCHOOL DISTRICT,BENSON AREA LEARNING CENTER,Matching,2,0,2.5,122.8,Matching,Matching
TX,Jefferson,48245,,0.7%,304,10,70,96.2,16,0,2,11045,9,Matching,30.102101,-94.138125,Matching,BEAUMONT ISD,PATHWAYS LEARNING CTR,Matching,0.1,0,64,2734.18,Matching,Matching
FL,Wakulla,12129,,0.7%,34,1,10,14,4,0,1,3896,28,Matching,30.058288,-84.49441,Matching,WAKULLA,SECOND CHANCE SCHOOL-SOPCHOPPY EDUCATION CENTER,Matching,0,0,0,287,Matching,Matching
WI,Milwaukee,55079,,0.7%,965,36,272,232.74,39.85,0,3,45157,711,Matching,43.094877,-87.94317,Matching,Milwaukee School District,NOVA Tech,Matching,134.07,151.58,91.1,9262.32,Matching,Matching
KY,Estill,21065,,0.7%,18,1,7,6,6,0,1,2521,16,Matching,37.703163,-83.97586,Matching,Estill County,Estill County Success Academy,Matching,0,0,2,162.75,Matching,Matching
FL,Martin,12085,,0.7%,140,1,27,33.5,12,0,2,11579,53,Matching,27.162276,-80.241283,Matching,MARTIN,WILLOUGHBY LEARNING CENTER,Matching,0,0,0,1191.53,Matching,Matching
TN,Carter,47019,,0.7%,50,2,17,18,14,0,1,6761,46,Matching,36.340563,-82.154036,Matching,Carter County,Siam Learning Center,Matching,1,0,16,592,Matching,Matching
FL,Polk,12105,,0.7%,703,2,149,208,35,0,2,42591,221,Matching,28.024624,-81.618277,Matching,POLK,DON E WOODS OPPORTUNITY CENTER,Matching,7,3,5,5970,Matching,Matching
FL,Gadsden,12039,,0.7%,39,1,17,16,6,0,2,208,4,Matching,30.548138,-84.68529,Matching,GADSDEN,WEST GADSDEN HIGH SCHOOL,Matching,0,0,0,329,Matching,Matching
NJ,Morris,34027,,0.7%,482,37,144,271.96,14.75,0,1,48523,343,Matching,40.889022,-74.547007,Matching,Dover Public School District,Dover Middle School,Matching,89.91,111.78,160.73,6651.57,Matching,Matching
FL,Volusia,12127,,0.7%,420,1,87,130.8,28,0,3,37250,129,Matching,29.217837,-81.048742,Matching,VOLUSIA,RICHARD MILBURN ACADEMY MIDDLE SCHOOL,Matching,0,0,0,4058.98,Matching,Matching
GA,Elbert,13105,1,0.7%,19,1,5,3,3,0,1,1502,7,Matching,34.107573,-82.885589,Matching,Elbert County Schools,Elberton Education Center,Matching,1,0,4.5,183.61,Matching,Matching
UT,Summit,49043,,0.6%,50,4,15,18.28,8.91,0,1,6360,40,Matching,40.751802,-111.59272,Matching,WEILENMANN SCHOOL OF DISCOVERY,WEILENMANN SCHOOL OF DISCOVERY,Matching,0.75,1.88,6.58,453.3,Matching,Matching
ND,Stark,38089,,0.6%,27,5,16,14.91,2.99,0,1,3754,19,Matching,46.89,-103.19,Matching,BELFIELD 13,BELFIELD HIGH SCHOOL,Matching,3.6,0.9,0,336.27,Matching,Matching
WI,Monroe,55081,,0.6%,41,4,25,18.25,17.5,0,1,5773,31,Matching,43.945788,-90.808664,Matching,Sparta Area School District,Sparta High Point School,Matching,0,6.64,4.42,502.4,Matching,Matching
KY,Rowan,21205,,0.6%,18,1,9,6.4,3,0,1,2860,16,Matching,38.178766,-83.439153,Matching,Rowan County,Bluegrass Discovery Academy High,Matching,0,0,6,174.04,Matching,Matching
GA,DeKalb,13089,,0.6%,615,4,147,282.42,70.7,0,2,14714,428,Matching,33.677017,-84.294662,Matching,DeKalb County,Cedar Grove High School,Matching,42.79,44.5,74.12,7238.72,Matching,Matching
WI,Dodge,55027,,0.6%,65,12,36,26.19,18.4,0,1,9759,43,Matching,43.460047,-88.837901,Matching,Beaver Dam Unified School District,Beaver Dam Middle,Matching,4.9,11.4,7.46,796.35,Matching,Matching
WA,Kitsap,53035,,0.6%,199,6,70,76.12,14.59,0,1,23200,157,Matching,47.655689,-122.703518,Matching,Central Kitsap School District,New Frontiers Jr High,Matching,0,17.56,7.15,1816.2,Matching,Matching
OR,Yamhill,41071,,0.6%,92,8,36,38.55,7.5,0,2,11292,68,Matching,45.084828,-123.47437,Matching,Willamina SD 30J,Willamina Middle School,Matching,0,5.13,4.75,879.98,Matching,Matching
CA,San Mateo,6081,,0.5%,493,23,163,145.33,21.7,0,4,25925,133,Matching,37.513651,-122.335022,Matching,San Mateo County Office of Education,Gateway Center,Matching,2.13,57.94,17.35,4383.47,Matching,Matching
KY,Kenton,21117,,0.5%,122,5,38,49,20.6,0,3,17979,61,Matching,39.091766,-84.553544,Matching,Ludlow Independent,Ludlow High School,Matching,26,16.1,25.9,1358.01,Matching,Matching
VA,Newport News,51700,,0.5%,150,3,42,77,15.5,0,1,7137,64,Matching,37.171457,-76.526885,Matching,NEW HORIZONS REGIONAL EDUC CTR-SPEC ED,NEWPORT ACADEMY,Matching,12.86,16.77,42,1958,Matching,Matching
TN,Warren,47177,,0.5%,33,1,10,13,12,0,1,4948,22,Matching,35.686209,-85.771251,Matching,Warren County,Warren County Alternative Academy,Matching,2.12,4.1,10,417.75,Matching,Matching
NC,Dare,37055,,0.5%,26,1,11,14.83,11,0,1,3926,22,Matching,35.91,-75.68,Matching,Dare County Schools,Manteo Middle School,Matching,2,6.6,11,439.44,Matching,Matching
OK,Tulsa,40143,,0.5%,576,24,176,295.31,101.43,0,1,50293,337,Matching,36.026519,-95.969342,Matching,JENKS,JENKS HS,Matching,16,43.47,97.64,6665.82,Matching,Matching
GA,Barrow,13013,,0.5%,69,1,14,22.5,8.5,0,1,8315,34,Matching,34.097614,-83.80373,Matching,Gwinnett County,Frank N. Osborne Middle School,Matching,0,0,0,905.07,Matching,Matching
CA,Napa,6055,,0.5%,104,6,42,33.8,10,0,1,6295,19,Matching,38.277785,-122.25685,Matching,Napa County Office of Education,Napa County Community,Matching,8.63,15.95,5.91,913.59,Matching,Matching
FL,Jefferson,12065,1,0.5%,4,1,4,2,3,0,1,149,2,Matching,30.46,-83.77,Matching,JEFFERSON,JEFFERSON COUNTY MIDDLE/HIGH SCHOOL,Matching,0,0,0,57,Matching,Matching
NJ,Camden,34007,,0.5%,371,47,150,259.25,38.96,0,2,32601,155,Matching,39.878119,-75.118888,Matching,BROOKLAWN PUBLIC SCHOOL DISTRICT,Alice Costello Elementary School,Matching,98.87,90.18,160,6495.33,Matching,Matching
NJ,Monmouth,34025,,0.5%,476,54,179,342,40.72,0,2,68167,380,Matching,40.439369,-74.124146,Matching,Keansburg School District,Keansburg High School,Matching,139.96,247.27,196.65,9132.51,Matching,Matching
KY,Boone,21015,,0.5%,105,2,28,43,13.47,0,1,18589,76,Matching,39.060677,-84.696667,Matching,Boone County,Conner Middle School,Matching,1,12.99,18.7,1418,Matching,Matching
KY,Oldham,21185,,0.5%,52,1,16,26,2.4,0,1,9913,46,Matching,38.389397,-85.437824,Matching,Oldham County,Buckner Alternative High School,Matching,3.36,5.56,6.16,642.01,Matching,Matching
FL,Marion,12083,,0.4%,192,1,61,84.82,18,0,1,22078,64,Matching,29.183397,-82.137839,Matching,MARION,PACE CENTER FOR GIRLS INC.,Matching,0,0,0,2462.6,Matching,Matching
MI,Grand Traverse,26055,,0.4%,61,7,31,17.03,1.25,0,1,12490,46,Matching,44.751191,-85.644634,Matching,Traverse Bay Area ISD,New Campus Center,Matching,17.5,3.5,6,731.7,Matching,Matching
MO,St. Louis,29189,,0.4%,606,23,244,434.4,106.71,0,1,71392,4,Matching,38.708292,-90.308069,Matching,NORMANDY SCHOOLS COLLABORATIVE,NORMANDY MIDDLE,Matching,85.08,25.02,257.15,9499.41,Matching,Matching
TX,Orange,48361,,0.4%,67,6,26,34,6,0,1,11489,10,Matching,30.166989,-93.755558,Matching,LITTLE CYPRESS-MAURICEVILLE CISD,LITTLE CYPRESS-MAURICEVILLE ALTERNATIVE,Matching,0,0,23,1072.38,Matching,Matching
KS,Labette,20099,,0.4%,16,5,17,6.9,3,0,1,2780,10,Matching,37.341381,-95.278,Matching,Parsons District Schools USD 503,Parsons Middle School,Matching,2.5,2.4,2,311.95,Matching,Matching
WI,Marathon,55073,,0.4%,83,8,48,50.32,10.99,0,1,15027,61,Matching,44.974396,-89.65112,Matching,Wausau School District,West High,Matching,8.1,19.37,7.05,1351.37,Matching,Matching
NM,San Juan,35045,,0.4%,101,5,48,61.31,17.93,0,1,6755,28,Matching,36.723099,-108.19282,Matching,FARMINGTON MUNICIPAL SCHOOLS,MCCORMICK ELEMENTARY,Matching,30.85,20.57,34.75,1634.03,Matching,Matching
CA,Del Norte,6015,,0.4%,17,2,13,8.75,4,0,1,2126,2,Matching,41.926596,-124.147808,Matching,Del Norte County Unified,Smith River Elementary,Matching,0,1.94,5.95,189,Matching,Matching
TX,Brazos,48041,,0.4%,124,3,43,71.22,11.99,0,2,10794,7,Matching,30.558753,-96.249038,Matching,COLLEGE STATION ISD,PEBBLE CREEK EL,Matching,2,15.29,41.79,1997.53,Matching,Matching
WI,Columbia,55021,,0.4%,42,9,33,27.54,6.85,0,1,8883,34,Matching,43.533547,-89.292346,Matching,Pardeeville Area School District,Pardeeville High,Matching,0,11.33,7.37,747.26,Matching,Matching
TX,Williamson,48491,,0.4%,412,12,133,222.75,16,0,2,48993,207,Matching,30.53096,-97.661644,Matching,ROUND ROCK ISD,STONY POINT H S,Matching,2.46,54.42,105.57,6875.25,Matching,Matching
NC,Davidson,37057,,0.4%,100,3,46,74.25,44.1,0,1,17848,67,Matching,35.822913,-80.218501,Matching,Davidson County Schools,Davidson County High School,Matching,11.15,5.39,8,1876.33,Matching,Matching
FL,Union,12125,,0.4%,9,1,4,5,4,0,1,1816,4,Matching,30.018278,-82.344538,Matching,UNION,LAKE BUTLER ELEMENTARY SCHOOL,Matching,0,0,0,154.59,Matching,Matching
TX,Cameron,48061,,0.4%,387,10,163,301.09,137.59,0,1,2692,2,Matching,25.90465,-97.477964,Matching,BROWNSVILLE ISD,FAULK MIDDLE,Matching,5.5,8.46,129.74,6834.21,Matching,Matching
WA,Skagit,53057,,0.4%,66,7,40,45.63,1,0,1,10675,49,Matching,48.478309,-122.33906,Matching,Burlington-Edison School District,Burlington-Edison Alternative School,Matching,0,14.4,5.48,990.42,Matching,Matching
CA,Mendocino,6045,,0.3%,37,13,55,36.73,2,0,1,5109,25,Matching,39.307022,-123.800364,Matching,Mendocino Unified,Mendocino High,Matching,5.3,11.55,14.07,693.46,Matching,Matching
ND,Burleigh,38015,,0.3%,40,7,31,38.1,13.2,0,1,10525,40,Matching,46.80118,-100.80053,Matching,BISMARCK 1,SOUTH CENTRAL ALTERNATIVE HIGH SCHOOL,Matching,115.71,7.85,6.67,848.85,Matching,Matching
VA,Norfolk,51710,,0.3%,101,3,49,86,14,0,1,7177,10,Matching,36.86,-76.21,Matching,TIDEWATER REGIONAL ALTERNATIVE ED PROJECT,TIDEWATER REGIONAL ALTERNATIVE ED PROJECT,Matching,20.61,18.3,47,2262,Matching,Matching
TX,Kaufman,48257,,0.3%,83,7,46,54.77,14.75,0,1,14833,25,Matching,32.564767,-96.310613,Matching,KAUFMAN ISD,GARY W CAMPBELL H S,Matching,0,1.3,42.55,1707.25,Matching,Matching
CA,Contra Costa,6013,,0.3%,534,19,249,224.14,129.72,0,1,56131,340,Matching,37.977486,-121.98936,Matching,Mt. Diablo Unified,Summit High (Continuation),Matching,12,153.65,33.06,7887.44,Matching,Matching
VA,Suffolk,51800,,0.3%,44,1,20,34,7,0,1,4709,19,Matching,36.795669,-76.525693,Matching,SUFFOLK CITY PBLC SCHS,NANSEMOND PARKWAY ELEM,Matching,6,4,23,1059,Matching,Matching
NC,Iredell,37097,,0.3%,91,6,47,70.69,24,0,1,20945,7,Matching,35.794762,-80.864051,Matching,Iredell-Statesville Schools,Pressly School,Matching,17.41,9.14,27.23,2089.74,Matching,Matching
KY,Mercer,21167,,0.3%,10,2,8,7.5,2.12,0,1,2882,10,Matching,37.775124,-84.857101,Matching,Mercer County,Kenneth D King Middle School,Matching,1,5.25,5.5,222.24,Matching,Matching
WI,Price,55099,1,0.3%,5,3,10,3.3,3.5,0,1,1559,5,Matching,45.945665,-90.453765,Matching,Chequamegon School District,Chequamegon High,Matching,0,3,0.8,124.02,Matching,Matching
KY,Bullitt,21029,,0.3%,37,1,23,27,9,0,1,11865,31,Matching,37.99851,-85.695764,Matching,Bullitt County,Bullitt Alternative Center,Matching,6.74,9.2,3.68,742.79,Matching,Matching
TX,Tarrant,48439,,0.3%,1067,28,533,1082.82,95.97,0,2,120780,212,Matching,32.735745,-97.336352,Matching,FORT WORTH ISD,TRIMBLE TECHNICAL H S,Matching,42.69,354.68,355.15,24160.36,Matching,Matching
FL,Indian River,12061,,0.3%,50,1,26,23.6,7,0,1,10001,13,Matching,27.69,-80.45,Matching,INDIAN RIVER,ALTERNATIVE CENTER FOR EDUCATION,Matching,3.8,0,0,1080.6,Matching,Matching
IL,Kankakee,17091,,0.3%,48,12,38,22,5,0,1,10352,10,Matching,41.114563,-87.832766,Matching,Kankakee SD 111,Kankakee Junior High School,Matching,30.01,17.28,8.79,1269.04,Matching,Matching
OK,Oklahoma,40109,,0.3%,366,29,223,287.97,77.33,0,1,54921,136,Matching,35.57377,-97.490139,Matching,OKLAHOMA CITY,OKLAHOMA CENTENNIAL HS,Matching,10.99,74.92,81.31,8627.18,Matching,Matching
AL,Morgan,1103,,0.3%,44,3,35,44,25,0,1,10757,19,Matching,34.34,-86.75,Matching,Morgan County Schools,Eva Sch,Matching,2,2,30,1119.49,Matching,Matching
OR,Marion,41047,,0.3%,142,10,107,119.41,9,0,1,26822,16,Matching,45.137357,-122.844766,Matching,Woodburn SD 103,Woodburn Success,Matching,2,7.07,9.54,2635.1,Matching,Matching
SC,Greenville,45045,,0.3%,196,3,96,201.5,52.1,0,2,42928,98,Matching,34.880141,-82.357972,Matching,SC Public Charter School District,NEXT High,Matching,30.2,28.35,110,4677.95,Matching,Matching
TN,Davidson,47037,,0.3%,217,3,167,265.1,67.25,0,1,26477,193,Matching,36.150922,-86.846208,Matching,Davidson County,The Cohn School,Matching,18.6,2,12,5518.31,Matching,Matching
